Theoretical_m/z,Composition,Glycan_class,H,N,F,Sialic-acid_state,Adduct,Glycan_Chemistries
4138.4979,H8N8Sa3Ga1,Bisected penta-antennary,8,8,0,Sa3 Sd0 Ga1 Gd0,[M+Na]+,SA
4138.5231,H7N6F4Sa4,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa4 Sd0 Ga0 Gd0,[M+Na]+,SA
4139.4335,H6N8F4S3Na2,Bisected penta-antennary,6,8,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4139.5434,H8N7F3Sd2Ga1,Bisected tetra-antennary / Penta-antennary,8,7,3,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
4139.5434,H8N7F3Sa1Sd1Gd1,Bisected tetra-antennary / Penta-antennary,8,7,3,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
4140.5023,H8N8F2Sa2Ga1,Bisected penta-antennary,8,8,2,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
4140.5023,H9N8F1Sa3,Bisected penta-antennary,9,8,1,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
4141.3504,H7N7F2S4Na4,Bisected tetra-antennary / Penta-antennary,7,7,2,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4142.434,H8N8S3G1,Bisected penta-antennary,8,8,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4142.4591,H7N6F4S4,Bisected tri-antennary / Tetra-antennary,7,6,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4142.5067,H8N8F4Sa1Ga1,Bisected penta-antennary,8,8,4,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
4142.5067,H9N8F3Sa2,Bisected penta-antennary,9,8,3,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
4143.4544,H8N8F2S2G1,Bisected penta-antennary,8,8,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4143.4544,H9N8F1S3,Bisected penta-antennary,9,8,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4144.4747,H8N8F4S1G1,Bisected penta-antennary,8,8,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4144.4747,H9N8F3S2,Bisected penta-antennary,9,8,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4148.421,H7N8F1S3G1Na1,Bisected penta-antennary,7,8,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4148.421,H8N8S4Na1,Bisected penta-antennary,8,8,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4148.5802,H6N8F4Sa1Sd2,Bisected penta-antennary,6,8,4,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
4149.4414,H7N8F3S2G1Na1,Bisected penta-antennary,7,8,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4149.4414,H8N8F2S3Na1,Bisected penta-antennary,8,8,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4149.5754,H7N7F2Sd3Ga1,Bisected tetra-antennary / Penta-antennary,7,7,2,Sa0 Sd3 Ga1 Gd0,[M+Na]+,SA
4149.5754,H7N7F2Sa1Sd2Gd1,Bisected tetra-antennary / Penta-antennary,7,7,2,Sa1 Sd2 Ga0 Gd1,[M+Na]+,SA
4149.5754,H8N7F1Sa1Sd3,Bisected tetra-antennary / Penta-antennary,8,7,1,Sa1 Sd3 Ga0 Gd0,[M+Na]+,SA
4150.4618,H8N8F4S2Na1,Bisected penta-antennary,8,8,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4150.5343,H7N8F1Sa2Sd1Ga1,Bisected penta-antennary,7,8,1,Sa2 Sd1 Ga1 Gd0,[M+Na]+,SA
4150.5343,H7N8F1Sa3Gd1,Bisected penta-antennary,7,8,1,Sa3 Sd0 Ga0 Gd1,[M+Na]+,SA
4150.5343,H8N8Sa3Sd1,Bisected penta-antennary,8,8,0,Sa3 Sd1 Ga0 Gd0,[M+Na]+,SA
4150.5594,H6N8F4Sm2Gm1,Bisected penta-antennary,6,8,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4150.5594,H7N8F3Sm3,Bisected penta-antennary,7,8,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4151.3583,H8N7F1S3G1Na3,Bisected tetra-antennary / Penta-antennary,8,7,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4151.5798,H7N7F4Sd2Gd1,Bisected tetra-antennary / Penta-antennary,7,7,4,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
4151.5798,H8N7F3Sd3,Bisected tetra-antennary / Penta-antennary,8,7,3,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
4152.3787,H8N7F3S2G1Na3,Bisected tetra-antennary / Penta-antennary,8,7,3,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4152.5387,H7N8F3Sa1Sd1Ga1,Bisected penta-antennary,7,8,3,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
4152.5387,H7N8F3Sa2Gd1,Bisected penta-antennary,7,8,3,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
4152.5387,H8N8F2Sa2Sd1,Bisected penta-antennary,8,8,2,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
4154.408,H7N8F1S4Na2,Bisected penta-antennary,7,8,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4154.518,H7N6F4Sa3Ga1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa3 Sd0 Ga1 Gd0,[M+Na]+,SA
4154.5431,H8N8F4Sm2,Bisected penta-antennary,8,8,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4154.5431,H8N8F4Sa1Sd1,Bisected penta-antennary,8,8,4,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
4155.4284,H6N8F4S2G1Na2,Bisected penta-antennary,6,8,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4155.4284,H7N8F3S3Na2,Bisected penta-antennary,7,8,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4156.4972,H9N8F1Sa2Ga1,Bisected penta-antennary,9,8,1,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
4157.3454,H7N7F2S3G1Na4,Bisected tetra-antennary / Penta-antennary,7,7,2,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4157.3454,H8N7F1S4Na4,Bisected tetra-antennary / Penta-antennary,8,7,1,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4158.454,H7N6F4S3G1,Bisected tri-antennary / Tetra-antennary,7,6,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4158.5016,H9N8F3Sa1Ga1,Bisected penta-antennary,9,8,3,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
4159.4493,H9N8F1S2G1,Bisected penta-antennary,9,8,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4160.4697,H9N8F3S1G1,Bisected penta-antennary,9,8,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4161.4154,H6N8F4S3Na3,Bisected penta-antennary,6,8,4,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4161.6118,H7N7F2Sd4,Bisected tetra-antennary / Penta-antennary,7,7,2,Sa0 Sd4 Ga0 Gd0,[M+Na]+,SA
4162.5707,H7N8F1Sm4,Bisected penta-antennary,7,8,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4162.5707,H7N8F1Sa2Sd2,Bisected penta-antennary,7,8,1,Sa2 Sd2 Ga0 Gd0,[M+Na]+,SA
4164.4159,H8N8S3G1Na1,Bisected penta-antennary,8,8,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4164.4411,H7N6F4S4Na1,Bisected tri-antennary / Tetra-antennary,7,6,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4164.5751,H6N8F4Sd2Ga1,Bisected penta-antennary,6,8,4,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
4164.5751,H6N8F4Sa1Sd1Gd1,Bisected penta-antennary,6,8,4,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
4164.5751,H7N8F3Sa1Sd2,Bisected penta-antennary,7,8,3,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
4165.4363,H8N8F2S2G1Na1,Bisected penta-antennary,8,8,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4165.4363,H9N8F1S3Na1,Bisected penta-antennary,9,8,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4165.5703,H8N7F1Sd3Ga1,Bisected tetra-antennary / Penta-antennary,8,7,1,Sa0 Sd3 Ga1 Gd0,[M+Na]+,SA
4165.5703,H8N7F1Sa1Sd2Gd1,Bisected tetra-antennary / Penta-antennary,8,7,1,Sa1 Sd2 Ga0 Gd1,[M+Na]+,SA
4166.4567,H8N8F4S1G1Na1,Bisected penta-antennary,8,8,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4166.4567,H9N8F3S2Na1,Bisected penta-antennary,9,8,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4166.5292,H8N8Sa2Sd1Ga1,Bisected penta-antennary,8,8,0,Sa2 Sd1 Ga1 Gd0,[M+Na]+,SA
4166.5292,H8N8Sa3Gd1,Bisected penta-antennary,8,8,0,Sa3 Sd0 Ga0 Gd1,[M+Na]+,SA
4166.5543,H7N8F3Sm2Gm1,Bisected penta-antennary,7,8,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4166.5543,H8N8F2Sm3,Bisected penta-antennary,8,8,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4166.5544,H7N6F4Sa3Sd1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa3 Sd1 Ga0 Gd0,[M+Na]+,SA
4167.5747,H8N7F3Sd2Gd1,Bisected tetra-antennary / Penta-antennary,8,7,3,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
4168.5336,H8N8F2Sa1Sd1Ga1,Bisected penta-antennary,8,8,2,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
4168.5336,H8N8F2Sa2Gd1,Bisected penta-antennary,8,8,2,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
4168.5336,H9N8F1Sa2Sd1,Bisected penta-antennary,9,8,1,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
4170.4029,H7N8F1S3G1Na2,Bisected penta-antennary,7,8,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4170.4029,H8N8S4Na2,Bisected penta-antennary,8,8,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4170.538,H8N8F4Sm1Gm1,Bisected penta-antennary,8,8,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4170.538,H9N8F3Sm2,Bisected penta-antennary,9,8,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4170.538,H8N8F4Sd1Ga1,Bisected penta-antennary,8,8,4,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
4170.538,H8N8F4Sa1Gd1,Bisected penta-antennary,8,8,4,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
4170.538,H9N8F3Sa1Sd1,Bisected penta-antennary,9,8,3,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
4171.4233,H7N8F3S2G1Na2,Bisected penta-antennary,7,8,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4171.4233,H8N8F2S3Na2,Bisected penta-antennary,8,8,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4172.4437,H8N8F4S2Na2,Bisected penta-antennary,8,8,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4173.3403,H8N7F1S3G1Na4,Bisected tetra-antennary / Penta-antennary,8,7,1,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4176.39,H7N8F1S4Na3,Bisected penta-antennary,7,8,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4176.6115,H6N8F4Sd3,Bisected penta-antennary,6,8,4,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
4177.4104,H6N8F4S2G1Na3,Bisected penta-antennary,6,8,4,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4177.4104,H7N8F3S3Na3,Bisected penta-antennary,7,8,3,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4177.6067,H7N7F2Sd3Gd1,Bisected tetra-antennary / Penta-antennary,7,7,2,Sa0 Sd3 Ga0 Gd1,[M+Na]+,SA
4177.6067,H8N7F1Sd4,Bisected tetra-antennary / Penta-antennary,8,7,1,Sa0 Sd4 Ga0 Gd0,[M+Na]+,SA
4178.5656,H7N8F1Sm3Gm1,Bisected penta-antennary,7,8,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4178.5656,H8N8Sm4,Bisected penta-antennary,8,8,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4178.5656,H7N8F1Sa1Sd2Ga1,Bisected penta-antennary,7,8,1,Sa1 Sd2 Ga1 Gd0,[M+Na]+,SA
4178.5656,H7N8F1Sa2Sd1Gd1,Bisected penta-antennary,7,8,1,Sa2 Sd1 Ga0 Gd1,[M+Na]+,SA
4178.5656,H8N8Sa2Sd2,Bisected penta-antennary,8,8,0,Sa2 Sd2 Ga0 Gd0,[M+Na]+,SA
4180.436,H7N6F4S3G1Na1,Bisected tri-antennary / Tetra-antennary,7,6,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4180.57,H7N8F3Sd2Ga1,Bisected penta-antennary,7,8,3,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
4180.57,H7N8F3Sa1Sd1Gd1,Bisected penta-antennary,7,8,3,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
4180.57,H8N8F2Sa1Sd2,Bisected penta-antennary,8,8,2,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
4181.4312,H9N8F1S2G1Na1,Bisected penta-antennary,9,8,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4182.4516,H9N8F3S1G1Na1,Bisected penta-antennary,9,8,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4182.5493,H8N8F2Sm2Gm1,Bisected penta-antennary,8,8,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4182.5493,H9N8F1Sm3,Bisected penta-antennary,9,8,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4182.5493,H7N6F4Sa2Sd1Ga1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa2 Sd1 Ga1 Gd0,[M+Na]+,SA
4182.5493,H7N6F4Sa3Gd1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa3 Sd0 Ga0 Gd1,[M+Na]+,SA
4182.5744,H8N8F4Sd2,Bisected penta-antennary,8,8,4,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
4184.5285,H9N8F1Sa1Sd1Ga1,Bisected penta-antennary,9,8,1,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
4184.5285,H9N8F1Sa2Gd1,Bisected penta-antennary,9,8,1,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
4186.3979,H8N8S3G1Na2,Bisected penta-antennary,8,8,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4186.423,H7N6F4S4Na2,Bisected tri-antennary / Tetra-antennary,7,6,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4186.5329,H9N8F3Sm1Gm1,Bisected penta-antennary,9,8,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4186.5329,H9N8F3Sd1Ga1,Bisected penta-antennary,9,8,3,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
4186.5329,H9N8F3Sa1Gd1,Bisected penta-antennary,9,8,3,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
4187.4182,H8N8F2S2G1Na2,Bisected penta-antennary,8,8,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4187.4182,H9N8F1S3Na2,Bisected penta-antennary,9,8,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4188.4386,H8N8F4S1G1Na2,Bisected penta-antennary,8,8,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4188.4386,H9N8F3S2Na2,Bisected penta-antennary,9,8,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4190.602,H7N8F1Sa1Sd3,Bisected penta-antennary,7,8,1,Sa1 Sd3 Ga0 Gd0,[M+Na]+,SA
4192.3849,H7N8F1S3G1Na3,Bisected penta-antennary,7,8,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4192.3849,H8N8S4Na3,Bisected penta-antennary,8,8,0,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4192.6064,H6N8F4Sd2Gd1,Bisected penta-antennary,6,8,4,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
4192.6064,H7N8F3Sd3,Bisected penta-antennary,7,8,3,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
4193.4053,H7N8F3S2G1Na3,Bisected penta-antennary,7,8,3,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4193.4053,H8N8F2S3Na3,Bisected penta-antennary,8,8,2,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4193.6016,H8N7F1Sd3Gd1,Bisected tetra-antennary / Penta-antennary,8,7,1,Sa0 Sd3 Ga0 Gd1,[M+Na]+,SA
4194.5605,H8N8Sm3Gm1,Bisected penta-antennary,8,8,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4194.5605,H8N8Sa1Sd2Ga1,Bisected penta-antennary,8,8,0,Sa1 Sd2 Ga1 Gd0,[M+Na]+,SA
4194.5605,H8N8Sa2Sd1Gd1,Bisected penta-antennary,8,8,0,Sa2 Sd1 Ga0 Gd1,[M+Na]+,SA
4194.5857,H7N6F4Sm4,Bisected tri-antennary / Tetra-antennary,7,6,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4194.5857,H7N6F4Sa2Sd2,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa2 Sd2 Ga0 Gd0,[M+Na]+,SA
4195.5445,H7N7F3Sa4,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa4 Sd0 Ga0 Gd0,[M+Na]+,SA
4196.5649,H8N8F2Sd2Ga1,Bisected penta-antennary,8,8,2,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
4196.5649,H8N8F2Sa1Sd1Gd1,Bisected penta-antennary,8,8,2,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
4196.5649,H9N8F1Sa1Sd2,Bisected penta-antennary,9,8,1,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
4198.3719,H7N8F1S4Na4,Bisected penta-antennary,7,8,1,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4198.5442,H9N8F1Sm2Gm1,Bisected penta-antennary,9,8,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4198.5693,H8N8F4Sd1Gd1,Bisected penta-antennary,8,8,4,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
4198.5693,H9N8F3Sd2,Bisected penta-antennary,9,8,3,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
4199.4806,H7N7F3S4,Bisected tetra-antennary / Penta-antennary,7,7,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4202.4179,H7N6F4S3G1Na2,Bisected tri-antennary / Tetra-antennary,7,6,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4203.4132,H9N8F1S2G1Na2,Bisected penta-antennary,9,8,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4204.4335,H9N8F3S1G1Na2,Bisected penta-antennary,9,8,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4206.5969,H7N8F1Sd3Ga1,Bisected penta-antennary,7,8,1,Sa0 Sd3 Ga1 Gd0,[M+Na]+,SA
4206.5969,H7N8F1Sa1Sd2Gd1,Bisected penta-antennary,7,8,1,Sa1 Sd2 Ga0 Gd1,[M+Na]+,SA
4206.5969,H8N8Sa1Sd3,Bisected penta-antennary,8,8,0,Sa1 Sd3 Ga0 Gd0,[M+Na]+,SA
4208.3798,H8N8S3G1Na3,Bisected penta-antennary,8,8,0,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4208.4049,H7N6F4S4Na3,Bisected tri-antennary / Tetra-antennary,7,6,4,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4208.6013,H7N8F3Sd2Gd1,Bisected penta-antennary,7,8,3,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
4208.6013,H8N8F2Sd3,Bisected penta-antennary,8,8,2,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
4209.4002,H8N8F2S2G1Na3,Bisected penta-antennary,8,8,2,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4209.4002,H9N8F1S3Na3,Bisected penta-antennary,9,8,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4210.5806,H7N6F4Sm3Gm1,Bisected tri-antennary / Tetra-antennary,7,6,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4210.5806,H7N6F4Sa1Sd2Ga1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa1 Sd2 Ga1 Gd0,[M+Na]+,SA
4210.5806,H7N6F4Sa2Sd1Gd1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa2 Sd1 Ga0 Gd1,[M+Na]+,SA
4211.5394,H7N7F3Sa3Ga1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa3 Sd0 Ga1 Gd0,[M+Na]+,SA
4211.5394,H8N7F2Sa4,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa4 Sd0 Ga0 Gd0,[M+Na]+,SA
4212.5598,H9N8F1Sd2Ga1,Bisected penta-antennary,9,8,1,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
4212.5598,H9N8F1Sa1Sd1Gd1,Bisected penta-antennary,9,8,1,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
4213.5438,H8N7F4Sa3,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
4214.3668,H7N8F1S3G1Na4,Bisected penta-antennary,7,8,1,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4214.3668,H8N8S4Na4,Bisected penta-antennary,8,8,0,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4214.5642,H9N8F3Sd1Gd1,Bisected penta-antennary,9,8,3,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
4215.4755,H7N7F3S3G1,Bisected tetra-antennary / Penta-antennary,7,7,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4215.4755,H8N7F2S4,Bisected tetra-antennary / Penta-antennary,8,7,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4216.4959,H8N7F4S3,Bisected tetra-antennary / Penta-antennary,8,7,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4218.6333,H7N8F1Sd4,Bisected penta-antennary,7,8,1,Sa0 Sd4 Ga0 Gd0,[M+Na]+,SA
4221.4625,H7N7F3S4Na1,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4222.5918,H8N8Sd3Ga1,Bisected penta-antennary,8,8,0,Sa0 Sd3 Ga1 Gd0,[M+Na]+,SA
4222.5918,H8N8Sa1Sd2Gd1,Bisected penta-antennary,8,8,0,Sa1 Sd2 Ga0 Gd1,[M+Na]+,SA
4222.617,H7N6F4Sa1Sd3,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa1 Sd3 Ga0 Gd0,[M+Na]+,SA
4223.5758,H7N7F3Sa3Sd1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa3 Sd1 Ga0 Gd0,[M+Na]+,SA
4224.3999,H7N6F4S3G1Na3,Bisected tri-antennary / Tetra-antennary,7,6,4,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4224.5962,H8N8F2Sd2Gd1,Bisected penta-antennary,8,8,2,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
4224.5962,H9N8F1Sd3,Bisected penta-antennary,9,8,1,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
4225.3951,H9N8F1S2G1Na3,Bisected penta-antennary,9,8,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4227.5343,H8N7F2Sa3Ga1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa3 Sd0 Ga1 Gd0,[M+Na]+,SA
4229.5388,H8N7F4Sa2Ga1,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
4230.3617,H8N8S3G1Na4,Bisected penta-antennary,8,8,0,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4230.3869,H7N6F4S4Na4,Bisected tri-antennary / Tetra-antennary,7,6,4,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4231.4704,H8N7F2S3G1,Bisected tetra-antennary / Penta-antennary,8,7,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4232.4908,H8N7F4S2G1,Bisected tetra-antennary / Penta-antennary,8,7,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4234.6282,H7N8F1Sd3Gd1,Bisected penta-antennary,7,8,1,Sa0 Sd3 Ga0 Gd1,[M+Na]+,SA
4234.6282,H8N8Sd4,Bisected penta-antennary,8,8,0,Sa0 Sd4 Ga0 Gd0,[M+Na]+,SA
4237.4574,H7N7F3S3G1Na1,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4237.4574,H8N7F2S4Na1,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4238.4778,H8N7F4S3Na1,Bisected tetra-antennary / Penta-antennary,8,7,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4238.6119,H7N6F4Sd3Ga1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa0 Sd3 Ga1 Gd0,[M+Na]+,SA
4238.6119,H7N6F4Sa1Sd2Gd1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa1 Sd2 Ga0 Gd1,[M+Na]+,SA
