Theoretical_m/z,Composition,Glycan_class,H,N,F,Sialic-acid_state,Adduct,Glycan_Chemistries
1704.6079,H4N5,Bisected bi-antennary / Tri-antennary,4,5,0,n/a (no sialic acid),[M+Na]+,Neutral
1734.6185,H4N3F1Sa1,Hybrid,4,3,1,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
1735.6025,H4N3F1S1,Hybrid,4,3,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1743.5811,H8N2,High-mannose,8,2,0,n/a (no sialic acid),[M+Na]+,Neutral
1745.6345,H3N6,Bisected tri-antennary / Tetra-antennary,3,6,0,n/a (no sialic acid),[M+Na]+,Neutral
1748.6342,H4N3F1Sm1,Hybrid,4,3,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1750.6134,H4N3F1Ga1,Hybrid,4,3,1,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
1750.6134,H5N3Sa1,Hybrid,5,3,0,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
1751.5974,H4N3F1G1,Hybrid,4,3,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1751.5974,H5N3S1,Hybrid,5,3,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1757.5845,H4N3F1S1Na1,Hybrid,4,3,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1762.6498,H4N3F1Sd1,Hybrid,4,3,1,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
1764.6291,H4N3F1Gm1,Hybrid,4,3,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1764.6291,H5N3Sm1,Hybrid,5,3,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1766.6083,H5N3Ga1,Hybrid,5,3,0,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
1767.5924,H5N3G1,Hybrid,5,3,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1768.6127,H6N3F1,Hybrid,6,3,1,n/a (no sialic acid),[M+Na]+,Neutral
1773.5794,H4N3F1G1Na1,Hybrid,4,3,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1773.5794,H5N3S1Na1,Hybrid,5,3,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1778.6447,H4N3F1Gd1,Hybrid,4,3,1,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
1778.6447,H5N3Sd1,Hybrid,5,3,0,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
1780.624,H5N3Gm1,Hybrid,5,3,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1784.6077,H7N3,Hybrid,7,3,0,n/a (no sialic acid),[M+Na]+,Neutral
1789.5743,H5N3G1Na1,Hybrid,5,3,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1791.64,H4N4Sa1,Complex bi-antennary,4,4,0,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
1792.624,H4N4S1,Complex bi-antennary,4,4,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1793.6444,H4N4F2,Complex bi-antennary,4,4,2,n/a (no sialic acid),[M+Na]+,Neutral
1794.6396,H5N3Gd1,Hybrid,5,3,0,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
1805.6556,H4N4Sm1,Complex bi-antennary,4,4,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1807.6349,H4N4Ga1,Complex bi-antennary,4,4,0,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
1808.6189,H4N4G1,Complex bi-antennary,4,4,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1809.6393,H5N4F1,Complex bi-antennary,5,4,1,n/a (no sialic acid),[M+Na]+,Neutral
1814.6059,H4N4S1Na1,Complex bi-antennary,4,4,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1819.6713,H4N4Sd1,Complex bi-antennary,4,4,0,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
1821.6505,H4N4Gm1,Complex bi-antennary,4,4,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1830.6009,H4N4G1Na1,Complex bi-antennary,4,4,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1834.6709,H3N5F2,Bisected bi-antennary / Tri-antennary,3,5,2,n/a (no sialic acid),[M+Na]+,Neutral
1835.6662,H4N4Gd1,Complex bi-antennary,4,4,0,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
1850.6658,H4N5F1,Bisected bi-antennary / Tri-antennary,4,5,1,n/a (no sialic acid),[M+Na]+,Neutral
1866.6608,H5N5,Bisected bi-antennary / Tri-antennary,5,5,0,n/a (no sialic acid),[M+Na]+,Neutral
1891.6924,H3N6F1,Bisected tri-antennary / Tetra-antennary,3,6,1,n/a (no sialic acid),[M+Na]+,Neutral
1896.6713,H5N3F1Sa1,Hybrid,5,3,1,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
1897.6554,H5N3F1S1,Hybrid,5,3,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1905.6339,H9N2,High-mannose,9,2,0,n/a (no sialic acid),[M+Na]+,Neutral
1907.6873,H4N6,Bisected tri-antennary / Tetra-antennary,4,6,0,n/a (no sialic acid),[M+Na]+,Neutral
1910.687,H5N3F1Sm1,Hybrid,5,3,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1912.6662,H5N3F1Ga1,Hybrid,5,3,1,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
1912.6662,H6N3Sa1,Hybrid,6,3,0,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
1913.6503,H5N3F1G1,Hybrid,5,3,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1913.6503,H6N3S1,Hybrid,6,3,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1919.6373,H5N3F1S1Na1,Hybrid,5,3,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1924.7026,H5N3F1Sd1,Hybrid,5,3,1,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
1926.6819,H5N3F1Gm1,Hybrid,5,3,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1926.6819,H6N3Sm1,Hybrid,6,3,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1928.6612,H6N3Ga1,Hybrid,6,3,0,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
1929.6452,H6N3G1,Hybrid,6,3,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1930.6656,H7N3F1,Hybrid,7,3,1,n/a (no sialic acid),[M+Na]+,Neutral
1935.6322,H5N3F1G1Na1,Hybrid,5,3,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1935.6322,H6N3S1Na1,Hybrid,6,3,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1937.6979,H4N4F1Sa1,Complex bi-antennary,4,4,1,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
1938.6819,H4N4F1S1,Complex bi-antennary,4,4,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1940.6975,H5N3F1Gd1,Hybrid,5,3,1,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
1940.6975,H6N3Sd1,Hybrid,6,3,0,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
1942.6768,H6N3Gm1,Hybrid,6,3,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1948.7139,H3N7,Bisected tetra-antennary / Penta-antennary,3,7,0,n/a (no sialic acid),[M+Na]+,Neutral
1951.6271,H6N3G1Na1,Hybrid,6,3,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1951.7135,H4N4F1Sm1,Complex bi-antennary,4,4,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1953.6928,H4N4F1Ga1,Complex bi-antennary,4,4,1,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
1953.6928,H5N4Sa1,Complex bi-antennary,5,4,0,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
1954.6768,H4N4F1G1,Complex bi-antennary,4,4,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1954.6768,H5N4S1,Complex bi-antennary,5,4,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1955.6972,H5N4F2,Complex bi-antennary,5,4,2,n/a (no sialic acid),[M+Na]+,Neutral
1956.6925,H6N3Gd1,Hybrid,6,3,0,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
1960.6638,H4N4F1S1Na1,Complex bi-antennary,4,4,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1965.7292,H4N4F1Sd1,Complex bi-antennary,4,4,1,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
1967.7084,H4N4F1Gm1,Complex bi-antennary,4,4,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1967.7084,H5N4Sm1,Complex bi-antennary,5,4,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1969.6877,H5N4Ga1,Complex bi-antennary,5,4,0,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
1970.6717,H5N4G1,Complex bi-antennary,5,4,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1976.6588,H4N4F1G1Na1,Complex bi-antennary,4,4,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1976.6588,H5N4S1Na1,Complex bi-antennary,5,4,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1980.7288,H3N5F3,Bisected bi-antennary / Tri-antennary,3,5,3,n/a (no sialic acid),[M+Na]+,Neutral
1981.7241,H4N4F1Gd1,Complex bi-antennary,4,4,1,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
1981.7241,H5N4Sd1,Complex bi-antennary,5,4,0,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
1983.7034,H5N4Gm1,Complex bi-antennary,5,4,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
1992.6537,H5N4G1Na1,Complex bi-antennary,5,4,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
1994.7193,H4N5Sa1,Bisected bi-antennary / Tri-antennary,4,5,0,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
1995.7034,H4N5S1,Bisected bi-antennary / Tri-antennary,4,5,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
1996.7238,H4N5F2,Bisected bi-antennary / Tri-antennary,4,5,2,n/a (no sialic acid),[M+Na]+,Neutral
1997.719,H5N4Gd1,Complex bi-antennary,5,4,0,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2008.735,H4N5Sm1,Bisected bi-antennary / Tri-antennary,4,5,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2010.7143,H4N5Ga1,Bisected bi-antennary / Tri-antennary,4,5,0,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2011.6983,H4N5G1,Bisected bi-antennary / Tri-antennary,4,5,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2012.7187,H5N5F1,Bisected bi-antennary / Tri-antennary,5,5,1,n/a (no sialic acid),[M+Na]+,Neutral
2017.6853,H4N5S1Na1,Bisected bi-antennary / Tri-antennary,4,5,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2022.7506,H4N5Sd1,Bisected bi-antennary / Tri-antennary,4,5,0,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2024.7299,H4N5Gm1,Bisected bi-antennary / Tri-antennary,4,5,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2028.7136,H6N5,Bisected bi-antennary / Tri-antennary,6,5,0,n/a (no sialic acid),[M+Na]+,Neutral
2033.6802,H4N5G1Na1,Bisected bi-antennary / Tri-antennary,4,5,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2037.7503,H3N6F2,Bisected tri-antennary / Tetra-antennary,3,6,2,n/a (no sialic acid),[M+Na]+,Neutral
2038.7456,H4N5Gd1,Bisected bi-antennary / Tri-antennary,4,5,0,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2053.7452,H4N6F1,Bisected tri-antennary / Tetra-antennary,4,6,1,n/a (no sialic acid),[M+Na]+,Neutral
2058.7242,H6N3F1Sa1,Hybrid,6,3,1,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2059.7082,H6N3F1S1,Hybrid,6,3,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2067.6868,H10N2,High-mannose,10,2,0,n/a (no sialic acid),[M+Na]+,Neutral
2069.7401,H5N6,Bisected tri-antennary / Tetra-antennary,5,6,0,n/a (no sialic acid),[M+Na]+,Neutral
2072.7398,H6N3F1Sm1,Hybrid,6,3,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2074.7191,H6N3F1Ga1,Hybrid,6,3,1,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2074.7191,H7N3Sa1,Hybrid,7,3,0,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2075.7031,H6N3F1G1,Hybrid,6,3,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2075.7031,H7N3S1,Hybrid,7,3,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2081.6901,H6N3F1S1Na1,Hybrid,6,3,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2083.7558,H4N4F2Sa1,Complex bi-antennary,4,4,2,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2084.7398,H4N4F2S1,Complex bi-antennary,4,4,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2086.7555,H6N3F1Sd1,Hybrid,6,3,1,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2088.7347,H6N3F1Gm1,Hybrid,6,3,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2088.7347,H7N3Sm1,Hybrid,7,3,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2090.714,H7N3Ga1,Hybrid,7,3,0,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2091.698,H7N3G1,Hybrid,7,3,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2094.7718,H3N7F1,Bisected tetra-antennary / Penta-antennary,3,7,1,n/a (no sialic acid),[M+Na]+,Neutral
2097.685,H6N3F1G1Na1,Hybrid,6,3,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2097.685,H7N3S1Na1,Hybrid,7,3,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2097.7714,H4N4F2Sm1,Complex bi-antennary,4,4,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2099.7507,H4N4F2Ga1,Complex bi-antennary,4,4,2,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2099.7507,H5N4F1Sa1,Complex bi-antennary,5,4,1,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2100.7347,H4N4F2G1,Complex bi-antennary,4,4,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2100.7347,H5N4F1S1,Complex bi-antennary,5,4,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2102.7504,H6N3F1Gd1,Hybrid,6,3,1,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2102.7504,H7N3Sd1,Hybrid,7,3,0,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2104.7296,H7N3Gm1,Hybrid,7,3,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2106.7218,H4N4F2S1Na1,Complex bi-antennary,4,4,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2110.7667,H4N7,Bisected tetra-antennary / Penta-antennary,4,7,0,n/a (no sialic acid),[M+Na]+,Neutral
2111.7871,H4N4F2Sd1,Complex bi-antennary,4,4,2,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2113.6799,H7N3G1Na1,Hybrid,7,3,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2113.7664,H4N4F2Gm1,Complex bi-antennary,4,4,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2113.7664,H5N4F1Sm1,Complex bi-antennary,5,4,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2115.7456,H5N4F1Ga1,Complex bi-antennary,5,4,1,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2116.7296,H5N4F1G1,Complex bi-antennary,5,4,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2118.7453,H7N3Gd1,Hybrid,7,3,0,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2122.7167,H4N4F2G1Na1,Complex bi-antennary,4,4,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2122.7167,H5N4F1S1Na1,Complex bi-antennary,5,4,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2127.782,H4N4F2Gd1,Complex bi-antennary,4,4,2,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2127.782,H5N4F1Sd1,Complex bi-antennary,5,4,1,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2129.7613,H5N4F1Gm1,Complex bi-antennary,5,4,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2138.7116,H5N4F1G1Na1,Complex bi-antennary,5,4,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2140.7773,H4N5F1Sa1,Bisected bi-antennary / Tri-antennary,4,5,1,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2141.7613,H4N5F1S1,Bisected bi-antennary / Tri-antennary,4,5,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2142.7817,H4N5F3,Bisected bi-antennary / Tri-antennary,4,5,3,n/a (no sialic acid),[M+Na]+,Neutral
2143.7769,H5N4F1Gd1,Complex bi-antennary,5,4,1,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2151.7932,H3N8,Bisected penta-antennary,3,8,0,n/a (no sialic acid),[M+Na]+,Neutral
2154.7929,H4N5F1Sm1,Bisected bi-antennary / Tri-antennary,4,5,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2156.7722,H4N5F1Ga1,Bisected bi-antennary / Tri-antennary,4,5,1,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2156.7722,H5N5Sa1,Bisected bi-antennary / Tri-antennary,5,5,0,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2157.7562,H4N5F1G1,Bisected bi-antennary / Tri-antennary,4,5,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2157.7562,H5N5S1,Bisected bi-antennary / Tri-antennary,5,5,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2158.7766,H5N5F2,Bisected bi-antennary / Tri-antennary,5,5,2,n/a (no sialic acid),[M+Na]+,Neutral
2163.7432,H4N5F1S1Na1,Bisected bi-antennary / Tri-antennary,4,5,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2168.8086,H4N5F1Sd1,Bisected bi-antennary / Tri-antennary,4,5,1,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2170.7878,H4N5F1Gm1,Bisected bi-antennary / Tri-antennary,4,5,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2170.7878,H5N5Sm1,Bisected bi-antennary / Tri-antennary,5,5,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2172.7671,H5N5Ga1,Bisected bi-antennary / Tri-antennary,5,5,0,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2173.7511,H5N5G1,Bisected bi-antennary / Tri-antennary,5,5,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2174.7715,H6N5F1,Bisected bi-antennary / Tri-antennary,6,5,1,n/a (no sialic acid),[M+Na]+,Neutral
2179.7381,H4N5F1G1Na1,Bisected bi-antennary / Tri-antennary,4,5,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2179.7381,H5N5S1Na1,Bisected bi-antennary / Tri-antennary,5,5,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2183.8082,H3N6F3,Bisected tri-antennary / Tetra-antennary,3,6,3,n/a (no sialic acid),[M+Na]+,Neutral
2184.8035,H4N5F1Gd1,Bisected bi-antennary / Tri-antennary,4,5,1,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2184.8035,H5N5Sd1,Bisected bi-antennary / Tri-antennary,5,5,0,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2186.7827,H5N5Gm1,Bisected bi-antennary / Tri-antennary,5,5,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2195.733,H5N5G1Na1,Bisected bi-antennary / Tri-antennary,5,5,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2197.7987,H4N6Sa1,Bisected tri-antennary / Tetra-antennary,4,6,0,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2198.7827,H4N6S1,Bisected tri-antennary / Tetra-antennary,4,6,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2199.8031,H4N6F2,Bisected tri-antennary / Tetra-antennary,4,6,2,n/a (no sialic acid),[M+Na]+,Neutral
2200.7984,H5N5Gd1,Bisected bi-antennary / Tri-antennary,5,5,0,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2211.8144,H4N6Sm1,Bisected tri-antennary / Tetra-antennary,4,6,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2213.7936,H4N6Ga1,Bisected tri-antennary / Tetra-antennary,4,6,0,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2214.7777,H4N6G1,Bisected tri-antennary / Tetra-antennary,4,6,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2215.798,H5N6F1,Bisected tri-antennary / Tetra-antennary,5,6,1,n/a (no sialic acid),[M+Na]+,Neutral
2220.7647,H4N6S1Na1,Bisected tri-antennary / Tetra-antennary,4,6,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2220.777,H7N3F1Sa1,Hybrid,7,3,1,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2221.761,H7N3F1S1,Hybrid,7,3,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2225.83,H4N6Sd1,Bisected tri-antennary / Tetra-antennary,4,6,0,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2227.8093,H4N6Gm1,Bisected tri-antennary / Tetra-antennary,4,6,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2231.793,H6N6,Bisected tri-antennary / Tetra-antennary,6,6,0,n/a (no sialic acid),[M+Na]+,Neutral
2234.7926,H7N3F1Sm1,Hybrid,7,3,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2236.7596,H4N6G1Na1,Bisected tri-antennary / Tetra-antennary,4,6,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2236.7719,H7N3F1Ga1,Hybrid,7,3,1,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2237.7559,H7N3F1G1,Hybrid,7,3,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2240.8297,H3N7F2,Bisected tetra-antennary / Penta-antennary,3,7,2,n/a (no sialic acid),[M+Na]+,Neutral
2241.8249,H4N6Gd1,Bisected tri-antennary / Tetra-antennary,4,6,0,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2243.7429,H7N3F1S1Na1,Hybrid,7,3,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2243.8042,H5N4Sa2,Complex bi-antennary,5,4,0,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
2245.7722,H5N4S2,Complex bi-antennary,5,4,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2245.8086,H5N4F2Sa1,Complex bi-antennary,5,4,2,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2246.7926,H5N4F2S1,Complex bi-antennary,5,4,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2248.8083,H7N3F1Sd1,Hybrid,7,3,1,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2250.7875,H7N3F1Gm1,Hybrid,7,3,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2256.8246,H4N7F1,Bisected tetra-antennary / Penta-antennary,4,7,1,n/a (no sialic acid),[M+Na]+,Neutral
2259.7379,H7N3F1G1Na1,Hybrid,7,3,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2259.7991,H5N4Sa1Ga1,Complex bi-antennary,5,4,0,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
2259.8243,H5N4F2Sm1,Complex bi-antennary,5,4,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2261.7672,H5N4S1G1,Complex bi-antennary,5,4,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2261.8035,H5N4F2Ga1,Complex bi-antennary,5,4,2,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
2262.7875,H5N4F2G1,Complex bi-antennary,5,4,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
2264.8032,H7N3F1Gd1,Hybrid,7,3,1,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
2267.7542,H5N4S2Na1,Complex bi-antennary,5,4,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2268.7746,H5N4F2S1Na1,Complex bi-antennary,5,4,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2271.8355,H5N4Sm2,Complex bi-antennary,5,4,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2271.8355,H5N4Sa1Sd1,Complex bi-antennary,5,4,0,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
2272.8195,H5N7,Bisected tetra-antennary / Penta-antennary,5,7,0,n/a (no sialic acid),[M+Na]+,Neutral
2273.8399,H5N4F2Sd1,Complex bi-antennary,5,4,2,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
2275.8192,H5N4F2Gm1,Complex bi-antennary,5,4,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
2283.7491,H5N4S1G1Na1,Complex bi-antennary,5,4,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2284.7695,H5N4F2G1Na1,Complex bi-antennary,5,4,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
2286.8352,H4N5F2Sa1,Bisected bi-antennary / Tri-antennary,4,5,2,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
2287.8192,H4N5F2S1,Bisected bi-antennary / Tri-antennary,4,5,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
